Number,Last Updated,SEC Number,Topics,Context,Question,Answer
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","with any other Item except the Cover Page (Item 1), a glossary, if any (General Instruction C.3.(d)), or a table of contents meeting the requirements of rule 481(c) under the Securities Act [17 CFR 230.481(c)]. If the discussion of the information required by Items 2 or 3 also ",What does rule 481(c) under the Securities Act require for a table of contents?,Rule 481(c) under the Securities Act requires a table of contents to be included in a Form 10-K.
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","(iii) The Interactive Data File must be submitted in accordance with the specifications in the EDGAR Filer Manual, and in such a manner that will permit the information for each Contract, and, for any information that does not relate to all of the Classes in a f iling, each ",What is the EDGAR Filer Manual?,The EDGAR Filer Manual is a document that outlines the specifications for submitting the Interactive Data File.
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","3. When a Registrant (or an insurance agent or financial intermediary through which Contracts may be purchased or sold) receives a request for the SAI, the Registrant (or insurance agent or financial intermediary) must send the SAI within 3 business days of receipt of the request, ","If a Registrant receives a request for the SAI, how long does he or she have to send it?",The Registrant has three business days to send the SAI.
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","time limits on conversion or exchange, the name of the company issuing the other contract and whether that company is affiliated with the issuer of the Contract, and how the cash value of the Contract will be affected by the conversion or exchange. ",What are the time limits on conversion or exchange for the Contract?,"The time limits on conversion or exchange for the Contract are as follows: the name of the company issuing the other contract and whether that company is affiliated with the issuer of the Contract, and how the cash value of the Contract will be affected by the conversion or exchange."
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","(b) Effect of Lapse. Describe briefly the factors that will determine the amount of insurance coverage provided under the available lapse options. Describe concisely how the cash value, surrender value, and death benefit will be determined. If these values and benefits will be determined in the same ",What are the factors that will determine the amount of insurance coverage provided under the available lapse options?,"The factors that will determine the amount of insurance coverage provided under the available lapse options are the cash value, surrender value, and death benefit."
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","(b) The balance sheet of the Depositor at the end of either of the two most recent fiscal years included in response to this Item shows a combined capital and surplus, if a stock company, or an unassigned surplus, if a mutual company, of less than $ 2,500,000; or ","How much capital and surplus, or unassigned surplus, must a Depositor's balance sheet show at the end of either of the two most recent fiscal years in order to be in compliance?","A combined capital and surplus, or an unassigned surplus, of at least $2,500,000."
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","Registrants need not prepare a separate list of omitted information if such information is already included within the exhibit in a manner that conveys the subject matter of the omitted schedules and attachments. In addition, the Registrant must provide a copy of any omitted ",Where can I find a copy of the omitted schedules and attachments?,The Registrant must provide a copy of any omitted schedules and attachments.
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","omitted from the filed version of the exhibit.  If requested by the Commission or its staff, the Registrant must promptly provide on a supplemental basis an unredacted copy of the exhibit and its materiality and privacy or confidentiality analyses.  Upon evaluation of the Registrant’s ",Can the Commission or its staff request an unredacted copy of the exhibit?,Yes.
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","Furnish a similar statement with respect to any pending administrative proceeding commenced by a governmental authority or any such proceeding or legal proceeding known to be contemplated by a governmental authority. Include any proceeding which, although immaterial itself, is representative of, or one of, a group which in the aggregate is material. ",What are the consequences of failing to disclose a pending or contemplated administrative proceeding in a required Securities and Exchange Commission filing?,"If a company does not disclose a pending or contemplated administrative proceeding in a required Securities and Exchange Commission filing, it could face a range of consequences, including civil and/or criminal penalties."
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","11. Describe briefly the kind or type of securities comprising the unit of specified securities in which security holders have an interest. (If the unit consists of a single sec urity issued by an investment company, name such investment company and furnish ",What is the type of security that comprises the unit of specified securities in which security holders have an interest?,Investment companies
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","or discount) for the most recently completed calendar year, and the most recently completed calendar quarters since that year (or the life of the Fund, if shorter). The Fund may omit the information required by this p aragraph if it satisfies the ",What information is required by this paragraph?,"This paragraph requires information on the Fund's performance (or discount) for the most recently completed calendar year, and the most recently completed calendar quarters since that year."
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","Note: Items 14 to 24 inclusive call for a brief description of the principal characteristics and method of operation of the trust and its securities. The functions and duties of the depositor, principal underwriter, custodian or trustee, or other person should be stated in connection with the description. ","What are the duties of the depositor, principal underwriter, custodian or trustee in relation to the trust and its securities?","The depositor, principal underwriter, custodian or trustee are responsible for the operation of the trust and its securities. They are responsible for the functions and duties of the trust, including the security of the trust and its assets."
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","Set forth in column B of each payment period, terminations of all certificates sold during the year indicated for which the experience of the trust for the period in question is incomplete. For example, in the c ase of certificates sold continually through ",What is incomplete about the experience of the trust for each payment period?,The experience of the trust is incomplete for each payment period because it does not include all of the certificates sold during the year.
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","omitted schedules. Registrants need not prepare a separate list of omitted information if such information is already included within the exhibit in a manner that conveys the subject matter of the omitted schedules and attachments. In addition, the registrant must provide a copy of any omitted schedule to the Commission or its staff upon request. ",What should a registrant do if they omit information from their exhibit?,The registrant must provide a copy of any omitted schedule to the Commission or its staff upon request.
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","3. The registrant may redact specific provisions or terms of exhibits required to be filed by A(9) if the registrant customarily and actually treats that information as private.  If it does so, the registrant should mark the exhibit index to indicate that portions of the exhibit have been omitted and include a prominent statement on the first page of the ",Does the registrant have to redact specific provisions or terms of exhibits?,"No, the registrant does not have to redact specific provisions or terms of exhibits. However, if the registrant does choose to redact something, they should mark the exhibit index to indicate what has been omitted and include a prominent statement on the first page of the exhibit."
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","where the information is omitted from the filed version of the exhibit.  If requested by the Commission or its staff, the registrant must promptly provide on a supplemental basis an unredacted copy of the exhibit and its materiality and privacy or confidentiality analyses.  Upon evaluation of the registrant’s supplemental materials, the Commission or its staff may require the registrant to amend its filing to include in the exhibit any previously redacted information ",What happens if the Commission or its staff requests additional information that was omitted from a filed exhibit?,"If the Commission or its staff requests additional information that was omitted from a filed exhibit, the registrant must promptly provide an unredacted copy of the exhibit and its materiality and privacy or confidentiality analyses."
N-8B-4,Nov. 2005,SEC1285,"Investment Company Act of 1940, Investment Companies","provide  that certificate holders  shall have a lien on such investments  or other  assets  and, if so, describe the kind and priority  of such lien. 9  (m) State  briefly  contractual, regulatory and statutory  provisions  and conditions  relating  to the deposit  of assets  required  to be maintained. ","What contractual, regulatory, and statutory provisions and conditions apply to the deposit of assets required to be maintained?","The deposit of assets required to be maintained is subject to the following contractual, regulatory, and statutory provisions and conditions:

-The deposit of assets required to be maintained shall be in accordance with the regulations of the commission;

-The deposit of assets required to be maintained shall be subject to the requirements of the federal securities laws;

-The deposit of assets required to be maintained shall be subject to such other conditions as the commission may prescribe."
N-8F,Sept. 2010,SEC1691,"Investment Company Act of 1940, Investment Companies",purpose of this collection of information is to enable the Commission to determine that a registered investment company has ceased to be an investment company as defined by the Act or is a business development company. The Co mmission estimates that the burden for completing ,What is the purpose of this collection of information?,The purpose of this collection of information is to enable the Commission to determine that a registered investment company has ceased to be an investment company as defined by the Act or is a business development company.
N-8F,Sept. 2010,SEC1691,"Investment Company Act of 1940, Investment Companies","this form will be approximately 5.2 hours per filing. Any member of the public may direct to the Commission any comments concerning the accuracy of the burden estimate of this form, and any suggestions for reducing this burden. This collection of information has been reviewed by the ",What is the estimated time required to complete this form?,The estimated time required to complete this form is approximately 5.2 hours.
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies",answered by incorporating any information by reference. The information required by Items 4 and 5 may be incorporated by reference from the registrant’s definitive proxy statement (filed or required to be filed pursuant to Regulation 14A (17 CFR 240.14a -1 et seq .)) or ,What information must be provided in a registrant's definitive proxy statement?,"In a registrant's definitive proxy statement, the following information must be provided: the registrant's name and SEC file number; the address, title, and telephone number of the person to contact for additional information about the proxy solicitation and voting; a description of the matters to be acted upon, including any material information concerning the matters; the date, time, and place of the meeting at which the matters will be acted upon; voting procedures at the meeting; identification of individuals who will be representing the"
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies","(1) That, for the immediately preceding annual financial statement period, a registered public accounting firm that the PCAOB was unable to inspect or investigate completely, because of a position taken by an authority in the foreign jurisdiction, issued an audit report for the registrant;  ",What position did the foreign authority take that prevented the PCAOB from inspecting or investigating the registrant's audit report completely?,The foreign authority took a position that prevented the PCAOB from inspecting or investigating the registrant's audit report completely.
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies","the nature, extent, and quality of the services to be provided by the investment adviser; the investment performance of the Fund and the investment adviser; the costs of the services to be provided and profit s to be realized by the investment adviser ","What are the nature, extent, and quality of the services that the investment adviser will provide?","The investment adviser will provide services related to the investment performance of the Fund, including costs and profits."
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies",and its affiliates from the relationship with the Fund; the extent to which economies of scale would be realized as the Fund grows; and whether fee levels reflect these economies of scale for the benefit of Fund i nvestors. Also indicate in the ,What are the potential benefits of economies of scale for investors in the Fund?,"If economies of scale are realized as the Fund grows, investors in the Fund may benefit from lower fees."
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies","discussion whether the board relied upon comparisons of the services to be rendered and the amounts to be paid under the contract with those under other investment advisory contracts, such as contracts of the same and other investment advisers with other registered investment companies or other types of clients ( e.g., pension funds and other institutional investors). If ",What is the discussion about in the text?,The discussion is about whether the board relied upon comparisons of the services to be rendered and the amounts to be paid under the contract with those under other investment advisory contracts.
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies",(2) All fees and/or compensation for each of the following securities lending activities and related services: any share of revenue generated by the securities lending program paid to the securities lending agent(s) (“revenue split”); fees paid for cash collateral management services (including fees deducted from a pooled cash collateral reinvestment ,What is the revenue split between the securities lending program and the securities lending agent?,"There is no set revenue split between the securities lending program and the securities lending agent. The agent may receive a share of the revenue generated by the securities lending program, or they may charge fees for their services."
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies","(other than an exhibit filed in eXtensible Business Reporting Language) must include an active link to an exhibit that is filed with the registration statement or, if the exhibit is incorporated by reference, an active hyperlink to the exhibit separately filed on EDGAR. If the registration statement is amended, each amendment must include active hyperlinks to the exhibits required with t he amendment.  ",What type of exhibits are not required to have an active hyperlink?,Exhibits filed in eXtensible Business Reporting Language are not required to have an active hyperlink.
N-MFP,April 2022,SEC2847,"Investment Company Act of 1940, Investment Companies","income, in the value of a hypothetical pre-existing account having a balance of one share at the beginning of the period and dividing the difference by the value of the account at the beginning of   the base period to obtain the base period return, and then multiplying the base period return by (365/7) with the resulting yield ﬁgure carried to at least the nearest hundredth of one percent. The ",What is the value of a hypothetical pre-existing account with a balance of one share at the beginning of a period?,The value of a hypothetical pre-existing account with a balance of one share at the beginning of a period is the income divided by the value of the account at the beginning of the base period.
N-MFP,April 2022,SEC2847,"Investment Company Act of 1940, Investment Companies","for funds with a different share price), as of the close of business on each Friday during the month     reported (if the reporting date falls on a holiday or other day on which the fund does not calculate the net asset value per share, provide the value as of the close of business on the date in that week last calculated): ",On what day of the week does the fund calculate the net asset value per share?,The fund calculates the net asset value per share on Fridays.
N-MFP,April 2022,SEC2847,"Investment Company Act of 1940, Investment Companies","Friday during the month reported (if the reporting date falls on a holiday or other day on which the fund does not calculate the gross subscriptions or gross redemptions, provide the value as of the close of business on the date in that week last calculated): ",On what day of the week are gross subscriptions and gross redemptions calculated if the reporting date falls on a holiday or other day on which the fund does not calculate them?,The fund calculates gross subscriptions and gross redemptions on the last day it calculated them in that week.
N-MFP,April 2022,SEC2847,"Investment Company Act of 1940, Investment Companies","For each security held by the money market fund, disclose the following: Item C.1. The name of the issuer  _______________________________ Item C.2. The title of the issue (including coupon, if applicable)  ____________________________________ Item C.3. The CUSIP.  _______________________________________ Item C.4. The LEI (if available); (See General Instruction E.).  ______________________________________ Item C.5. Other identi ﬁer. In addition to CUSIP and LEI, provide at least one of the following other identi ﬁers, ","Item C.1. For each security held by the money market fund, what is the name of the issuer?

_______________________________________

Item C.2. For each security held by the money market fund, what is the title","Item C.1. For each security held by the money market fund, the name of the issuer is _______________________________.

Item C.2. For each security held by the money market fund, the title of the issue is ____________________________________."
N-MFP,April 2022,SEC2847,"Investment Company Act of 1940, Investment Companies","d.Rating(s) considered. Provide each rating assigned to the enhancement(s) or enhancementprovider(s) by any NRSRO that the board of directors (or its delegate) considered in evaluatingthe quality, maturity or liquidity of the security (together with the name of the assigning NRSRO).If none, leave blank.","What is the rating of the enhancement(s) or enhancementprovider(s) by any NRSRO that the board of directors (or its delegate) considered in evaluating the quality, maturity or liquidity of the security (together with the name","The rating of the enhancement(s) or enhancementprovider(s) by any NRSRO that the board of directors (or its delegate) considered in evaluating the quality, maturity or liquidity of the security (together with the name of the assigning NRSRO) is AAA."
N-MFP,April 2022,SEC2847,"Investment Company Act of 1940, Investment Companies",required by section 30(b) of the Act and rule 30b1-7 under the  Act (17 CFR 270.30b1-7). A money market fundmust report information about the fund and its portfolio holdings as of the last business day or any subsequentcalendar day of the preceding month. The Form N-MFP must be ﬁled with the Commission no later than the,What information is required to be reported by a money market fund on the Form N-MFP?,A money market fund must report information about the fund and its portfolio holdings as of the last business day or any subsequent calendar day of the preceding month.
N-MFP,April 2022,SEC2847,"Investment Company Act of 1940, Investment Companies","The General Rules and Regulations under the Act contain certain general requirements that are applicable toreporting on any form under the Act. These general requirements should be carefully read and observed in thepreparation and ﬁling of reports on this form, except that any provision in the form or in these instructions shall",What are the general requirements that are applicable to reporting on any form under the Act?,The General Rules and Regulations under the Act contain certain general requirements that are applicable to reporting on any form under the Act. These general requirements should be carefully read and observed in the preparation and filing of reports on this form.
N-MFP,April 2022,SEC2847,"Investment Company Act of 1940, Investment Companies","As used in this Form N-MFP, the terms set out below have the following meanings: “Cash” means demand deposits in depository institutions and cash holdings in custodial accounts. “Class” means a class of shares issued by a Multiple Class Fund that represents interests in the same portfolio ","What does the term ""set out below"" mean?","The term ""set out below"" means that the following terms are defined in this Form N-MFP."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","small business investment company registered on Form N-5 (17 CFR 239.24 and 274.5), to file the registered management investment company’s complete proxy voting record pursuant to Section 30 of the Investment Company Act of 1940 (“Investment Company Act”) and Rule 30b1-4 thereunder (17 CFR 270.30b1-4). Form N-PX also is to be used by a person that is required to file reports under Rule 13f- 1 (“Institutional Manager”), to file the Institutional ",What is the name of the form that a small business investment company registered on Form N-5 must use to file its complete proxy voting record?,The name of the form is Form N-PX.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","Manager’s proxy voting record regarding votes pursuant to Sections 14A(a) and (b) of the Securities Exchange Act of 1934 (“Exchange Act”) on certain executive compensation matters, pursuant to Section 14A(d) of the Exchange Act and Rule 14Ad-1 thereunder (17 CFR 240.14Ad- 1). Form N -PX is to be filed not later than August 31 of each year for the most recent ",What are the consequences of a manager not filing Form N-PX by August 31 of each year?,The consequences of a manager not filing Form N-PX by August 31 of each year are that the manager may not vote on executive compensation matters and that the manager's proxy votes may not be counted.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","file a report on Form N-PX for the reporting period, exercised voting power over the same securities on a vote pursuant to Section 14A(a) or (b) of the Exchange Act, only one such Institutional Manager must include the information regarding that vote in its report on Form N- PX. ",Can more than one Institutional Manager file a report on Form N-PX for the reporting period?,"No, only one Institutional Manager can file a report on Form N-PX for the reporting period."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","2. Two or more Institutional Managers that are affiliated persons, as defined in Section 2(a)(3) of the Investment Company Act, may file a joint report on a single Form N-PX notwithstanding that such Institutional Managers do not exercise voting power over the same securities.  ","What is the definition of an ""affiliated person"" as defined in Section 2(a)(3) of the Investment Company Act?","""Affiliated person"" means any person that, directly or indirectly, controls, is controlled by, or is under common control with another person."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","1. a. For reports filed by a Fund, the report must be signed on behalf of the Fund by its principal executive officer or officers. For reports filed by Institutional Managers, the report must be signed on behalf of the Institutional Manager by an authorized person. Attention is directed to Rule 12b-11 under the Exchange Act and Rule 8b-11 under the Investment Company Act concerning signatures.  ",Who is required to sign a report filed by a fund?,The report must be signed on behalf of the Fund by its principal executive officer or officers.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","12-month period ending June 30 of the calendar year in which the manager’s initial filing on Form 13F is due pursuant to Rule 13f-1 under the Exchange Act. For purposes of this paragraph, an “initial filing” on Form 13F means any quarterly filing on Form 13F if no filing on Form 13F was required for the immediately preceding calendar quarter.  ",What is the Form 13F?,"The Form 13F is a regulatory filing that is required for institutional investment managers with over $100 million in qualifying assets. The form provides information on the manager's holdings, including any changes from the previous quarter."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies",any shareholder vote at a meeting that occurs after September 30 of the calendar year in which the manager’s final filing on Form 13F is due pursuant to Rule 13f-1 under the Exchange Act. An Institutional Manager is required to file a Form N- PX for the ,What is Form N-PX?,Form N-PX is a form that an institutional manager is required to file in order to vote at a shareholder meeting.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","filing on Form 13F is due pursuant to Rule 13f-1 under the Exchange Act; this filing is required to be made not later than March 1 of the immediately following calendar year.  For purposes of this paragraph, a “final filing” on Form 13F means any ",What are the consequences of failing to file on Form 13F?,A person who fails to file on Form 13F may be subject to civil or criminal liability.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","period. If the Form N-PX report is filed as an amendment, then the reporting person must check the amendment box on the Cover Page, enter the amendment number, and check the appropriate box to indicate whether the amendment (a) is a restatement or (b) adds new Proxy Voting Information. Each amendment must include a complete Cover Page and, if applicable, a Summary Page.  ",What is the appropriate procedure for filing a Form N-PX report as an amendment?,"The reporting person should check the amendment box on the Cover Page, enter the amendment number, and check the appropriate box to indicate whether the amendment is a restatement or adds new Proxy Voting Information. The amendment should also include a complete Cover Page and, if applicable, a Summary Page."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","2. Designate the Report Type for the Form N-PX report by checking the appropriate box in the Report Type section of the Cover Page, and include, where applicable, the List of Other Persons Reporting for this Manager (on the Cover Page), the Summary Page, and the Proxy Voting Information, as follows:  ",What types of information are included in a Form N-PX report?,"Form N-PX reports include information on the Report Type, the Cover Page, the Summary Page, and the Proxy Voting Information."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","a. For a report by a Fund, if the Fund held one or more securities it was entitled to vote, check the box for Report Type “Fund Voting Report,” omit from the Cover Page the List of Other Persons Reporting for this Manager, and include both the Summary Page and the Proxy Voting Information.  ",What is a Fund Voting Report?,"AFund Voting Report is a report compiled by a Fund, detailing which securities the Fund held and was entitled to vote on. The Report omits the List of Other Persons Reporting for this Manager, and includes both the Summary Page and the Proxy Voting Information."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","b. For a report by a Fund, if the Fund did not hold any securities it was entitled to vote and therefore does not have any proxy votes to report, check the box for Report Type “Fund Notice Report” and file the Cover Page, required signature, and, if applicable, the Summary Page information about the series. ",What is the Fund Notice Report?,The Fund Notice Report is a report filed by a fund that did not hold any securities it was entitled to vote and therefore does not have any proxy votes to report.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","c. For a report by an Institutional Manager that includes all proxy votes required to be reported by the Institutional Manager, check the box for Report Type “Institutional Manager Voting Report,” omit from the Cover Page the List of Other Persons Reporting for this Manager, and include both the Summary Page and the Proxy Voting Information. ",What is the difference between an Institutional Manager Voting Report and a regular Proxy Voting Report?,"An Institutional Manager Voting Report includes all proxy votes required to be reported by the Institutional Manager, while a regular Proxy Voting Report does not."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","d. For a report by an Institutional Manager, if no proxy votes are reported by the Institutional Manager in the filing, check the box for Report Type “Institutional Manager Notice Report,” on the Cover Page and complete the notice report filing explanation section. If all the votes required to be reported by the Institutional  ","If an institutional manager does not report any proxy votes in their filing, what should they do?","An institutional manager who does not report any proxy votes should check the box for Report Type ""Institutional Manager Notice Report"" on the Cover Page and complete the notice report filing explanation section."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","check the explanatory box indicating “all proxy votes are reported by other reporting persons,” include the List of Other Persons Reporting for this Manager, and file the Cover Page and required signature only. All other reporting persons may omit this section. If the reporting manager did not exercise voting power over securities involving any reportable voting matter, check the explanatory box indicating “ the repo rting person did not exercise voting power for any reportable ",What happens if the reporting manager did not exercise voting power over securities involving any reportable voting matter?,All other reporting persons may omit this section.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","reporting period” and file the Cover Page and required signature only. If the reporting manager has a policy not to vote on any proxy matters, clearly disclosed the policy, and did not vote any proxy matters during the reporting period, check the explanatory box indicating “the reporting person has a clearly disclosed policy of not voting, and did not vote, on any proxy voting matters ” and file the Cover ",What is the require signature for the Cover Page?,The Cover Page requires a signature from the reporting manager.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","e. For a report by an Institutional Manager, if only part of the proxy votes required to be reported by the Institutional Manager are reported by another Institutional Manager or Managers or one or more Funds, check the box for Report Type “Institutional Manager Combination Report,” include on the Cover Page the List of Other Persons Reporting for this Manager, and include both the Summary Page and the Proxy Voting Information. ",What happens if an Institutional Manager only reports part of the proxy votes required?,"The Institutional Manager Combination Report is filed, which includes the List of Other Persons Reporting for this Manager, the Summary Page, and the Proxy Voting Information."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","4. The Cover Page may include information in addition to the required information, so long as the additional information does not, either by its nature, quantity, or manner of presentation, impede the understanding or presentation of the required information. Place all additional information at the end of the Cover Page, except as permitted by ",What kind of additional information can be included on the cover page?,Additional information that can be included on the cover page includes information that does not impede the understanding or presentation of the required information.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","1. Include on the Summary Page the total number of included Institutional Managers with votes reported in this Form N-PX report pursuant to General Instruction C, not counting the reporting person filing this report. See Special Instruction C.2. If none, enter the number zero (“0”). ","Could you please clarify what is meant by ""Institutional Managers with votes reported in this Form N-PX report pursuant to General Instruction C""?","Institutional Managers are defined in the text as entities that invest in equity securities for their own account, on a discretionary basis, and in accordance with rules promulgated by the SEC. General Instruction C requires that Institutional Managers disclose their votes on matters pertaining to the election of directors, executive compensation, and other significant matters."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","numbers are assigned to Institutional Managers when they file their first Form 13F). Assign a number to each Institutional Manager in the list of included Institutional Managers, and present the list in sequential order. The numbers need not be consecutive. Do not include the reporting person filing this report. ",What is the process for assigning numbers to Institutional Managers?,"Numbers are assigned to Institutional Managers when they file their first Form 13F. Assign a number to each Institutional Manager in the list of included Institutional Managers, and present the list in sequential order. The numbers need not be consecutive. Do not include the reporting person filing this report."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","2. A reporting person must provide the Council on Uniform Securities Identification Procedures (“CUSIP”) number for the security pursuant to Item 1(b), unless the CUSIP is not available through reasonably practicable means, e.g., in the case of certain securities of foreign issuers. If the CUSIP is not available through reasonably practicable means, the reporting person must provide the International Securities Identification Number (“ISIN”) pursuant to Item 1(c), unless the ISIN is not available through reasonably practicable means. A reporting person may choose to report the global share class Financial Instrument Global Identifier (“FIGI”) for the security pursuant to Item 1(d). ",What is an ISIN?,An ISIN is an International Securities Identification Number. It is a unique identification number assigned to a security.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","the reporting person has not received confirmation of the actual number of votes cast prior to filing a report on Form N-PX, the numbers reported may reflect the number of shares instructed to be cast. A reporting person is not required to amend a previously filed Form N-PX report if the reporting person subsequently receives confirmation of the actual number of votes cast.   ",Where can I find Form N-PX?,Form N-PX can be found on the Securities and Exchange Commission website.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","Manager is reporting on behalf of another Institutional Manager pursuant to General Instruction C.1 or C.2 separately from the number of shares that the Institutional Manager is reporting only on its own behalf. An Institutional Manager also must separately report shares when the groups of Institutional Managers on whose behalf the shares are reported are different.  For example, if the reporting Institutional ",Why must an institutional manager separately report shares when the groups of institutional managers on whose behalf the shares are reported are different?,An institutional manager must separately report shares when the groups of institutional managers on whose behalf the shares are reported are different in order to maintain a clear and accurate record of the number of shares held by each group.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","9. In the case of a reporting person that is a Fund that offers multiple Series, provide the information required by Item 1 separately by Series (for example, provide Series A’s full proxy voting record, followed by Series B’s full proxy voting record). ",What is the series-specific information required by Item 1 of the proxy voting record?,"The series-specific information required by Item 1 of the proxy voting record is the name and address of the reporting Fund, the date of the vote, the title and CUSIP number of the security, the vote for or against, and the name of the holder of the proxy."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","10. In response to paragraph (o), a reporting person may provide additional information about the matter or how it voted, provided the information does not, either by its nature, quantity, or manner of presentation, impede the understanding or presentation of the required information. The disclosure permitted by paragraph (o) is optional. A reporting person is not required to respond to paragraph (o) for any vote, and if a reporting person does provide additional information for one or more votes, it is not required to provide this information for all votes.  ",What information is a reporting person permitted to provide in response to paragraph (o)?,A reporting person is permitted to provide additional information about the matter or how it voted.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies",2. Paragraph (i) of rule 24b-2 requires a person filing confidential information with the Commission to indicate at the appropriate place in the public filing that the confidential portion has been so omitted and filed separately with the Commission. An Institutional Manager must comply with this provision by including on the Cover Page a statement that confidential information has been omitted from the public Form N-PX report and filed separately with the Commission.  ,"When filing confidential information with the Securities and Exchange Commission, where must a person indicate that the confidential portion has been omitted from the public filing?",A person filing confidential information with the Securities and Exchange Commission must indicate at the appropriate place in the public filing that the confidential portion has been omitted and filed separately with the Commission.
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","request for confidential treatment of information included in an Institutional Manager’s filing on Form 13F, the Institutional Manager should so state and identify the related request. In such cases, the Institutional Manager need not repeat the analysis set forth in the request for confidential treatment in connection with the Form 13F filing. The Institutional Manager’s request, however, must explain whether and, if so, how the Form N- PX and Form 13F confidential treatment requests are related ",What type of information must be included in a Form 13F filing?,"A Form 13F filing must include information about the institutional manager's holdings, as well as any request for confidential treatment of information included in the filing."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","5. An Institutional Manager requesting confidential treatment must provide enough factual support for its request to enable the Commission to make an informed judgment as to the merits of the request, including a demonstration that the information is customarily and actually kept private by the Institutional Manager and that failure to grant the request for confidential treatment would be likely to  cause ",What is the process for requesting confidential treatment from the Commission?,"The process for requesting confidential treatment from the Commission is to provide enough factual support for its request to enable the Commission to make an informed judgment as to the merits of the request, including a demonstration that the information is customarily and actually kept private by the Institutional Manager and that failure to grant the request for confidential treatment would be likely to cause."
N-PX,June 2023,SEC2451,"Investment Company Act of 1940, Investment Companies","6. State, and provide justification for, the period of time for which confidential treatment of the proxy voting information is requested. The time period specified may not exceed one (1) year from the date that the Form N-PX report is required to be filed with the Commiss ion. ",What is the maximum amount of time for which confidential treatment of proxy voting information may be requested?,The maximum amount of time for which confidential treatment of proxy voting information may be requested is one year.
