Number,Last Updated,SEC Number,Topics,Context
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","related to, the ordinary and typical activities of the Fund, taking into account the environment in which the Fund operates. Infrequency of occurrence means the expense is not reasonably expected to recur in the foreseeable future, taking into consideration the environment in which the Fund operates. The environment of a Fund includes such factors as the characteristics of the industry or industries in which it operates, the geographical location of its operations, and the nature and extent of government regulation. "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(c) In the annual shareholder report, disclose the expense ratio in the “Costs paid as a percentage of your investment” column as it appears in the Fund’s most recent audited financial statements or financial highlights. In the semi-annual shareholder report, the Fund’s expense ratio in the “Costs paid as a percentage of your investment column” should be calculated in the manner required by Instruction 4(b) to Item 13(a) using the expenses for the Fund’s most recent fiscal half -year. Express the expense ratio on an "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","Fund is a Money Market Fund. A Money Market Fund is permitted but not required to disclose some or all of the following information, so long as the information the Money Market Fund chooses to disclose meets the requirements of the relevant paragraph, including any related instructions, and is not i ncomplete, inaccurate, or misleading.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","1. As appropriate, use graphics or text features, such as bullet lists or tables, to present the key factors. Do not include a lengthy, generic, or overly broad discussion of the factors that generally affected market performance during the reporting period. "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(i) Provide a line graph comparing the initial and subsequent account values at the end of each of the most recently completed 10 fiscal years of the Fund (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund’s "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","2. Sales Load. Reflect any sales load (or any other fees charged at the time of purchasing shares or opening an account) by beginning the line graph at the amount that actually would be invested ( i.e., assume that the maximum sales load, and other charges deducted "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","from payments, is deducted from the initial $10,000 investment). For a Fund whose shares are subject to a contingent deferred sales load, assume the deduction of the maximum deferred sales load (or ot her charges) that would apply for a complete redemption that "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","received the price last calculated on the last business day of the reporting period. For any other deferred sales load, assume that the deduction is in the amount(s) and at the time(s) that the s ales load actually would have been deducted. "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","in the following manner: divide the total amount of account fees collected during the year by the Funds’ total average net assets, multiply the resulting percentage by the average account value for each Fund and reduce the value of each hypothetical account at the end of each fiscal year during which the fee was charged.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","5. Table Computation. Compute average annual total returns in accordance with Item 26(b)(1). To calculate average annual total returns without sales charges, do not deduct sales charges, as applicable, as otherwise described in the instructions to Item 26(b)(1). For the Fund’s 1- year annual t otal return without sales charges in an annual shareholder report, "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","organization that is not an affiliated person of the Fund, its investment adviser, or principal underwriter, unless the index is widely recognized and used. A “broad-based” index is an index that represents the overall applicable domestic or international equity or debt markets, as appropriate. Adjust the index to reflect the reinvestment of dividends on securities in the index, but do not reflect the expenses of the Fund.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","required broad-based index, but also to other more narrowly based indexes that reflect the market sectors in which the Fund invests. A Fund also may compare its performance to an additional broad-based index, or to a non-securities index ( e.g., the Consumer Price Index), "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","14. Material Changes. If a material change to the Fund has occurred during the period covered by the line graph and table, such as a change in investment adviser or a change to the Fund’s investment strategies, the Fund may include a brief legend or footnote to describe the relevant change and when it occurred.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","Fund, using separate columns for the number of days the Market Price was greater than the Fund’s net asset value and the number of days it was less than the Fund’s net asset value. Round all percentages to the nearest hundredth of one percent. "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","3. Adjacent to the table, provide a brief explanation that: shareholders may pay more than net asset value when they buy Fund shares and receive less than net asset value when they sell those shares, because shares are bought and sold at current market prices.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(e) Fund Statistics. Disclose the Fund’s net assets, total number of portfolio holdings, the total advisory fees paid, and, if the Fund is not a Money Market Fund, portfolio turnover rate as of the end of the reporting period. The total advisory fees paid by the Fund is only required to be disclosed in the annual shareholder report. Following these required statistics, the Fund may provide additional statistics  that the Fund believes would help shareholders better understand the "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",2. The total advisory fees paid is the total amount of investment advisory fees as disclosed in the Fund’s statement of operations as required by paragraph 2(a) of rule 6-07 of Regulation S-X [17 CFR 210.6-07]). The total investment advisory fees should include any reductions or reimbursements of such fees.  
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","5. If the Fund provides a statistic in a shareholder report that is otherwise included in, or could be derived from, the Fund’s financial statements or financial highlights, the fund must use or derive such statistic from the Fund’s most recent financial statements or financial highlights.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","percentage of (i) net asset value, (ii) total investments, or (iii) total exposure (depicting long and short exposures to each category, to the extent applicable) attributable to each. The categories and the basis of the presentation should be disclosed in a manner reasonably designed to depict clearly the types of investments made by the Fund, given its investment objectives. A Fund that uses “total exposure” as a basis for representing its holdings may also include a “net exposure” presentation as  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","were determined, and if credit ratings, as defined in section 3(a)(60) of the Securities Exchange Act [15 U.S.C. 78(c)(a)(60)], assigned by a credit rating agency, as defined in section 3(a)(61) of the Securities Exchange Act [15 U.S.C. 78(c)(a)(61)], are used, concisely explain how they were identified and selected. This description should be included near, or as part of, the graphical representation. The Fund may also list, in a t able or chart that appears near the graphical "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","representation of holdings, the Fund’s 10 largest portfolio holdings. A Fund that includes a list of its 10 largest portfolio holdings may also show, as part of this presentation, the percentage of the Fund’s ( i) net asset value, (ii) total investments, or (iii) total exposure, as applicable, attributable to "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(g) Material Fund Changes. Briefly describe any material change, with respect to any of the following items, that has occurred since the beginning of the reporting period. The Fund may also disclose, but is not required to disclose, material changes it plans to make in connection with updating its prospectus under section 10(a)(3) of the Securities Act for the current fiscal year. The Fund also may describe other material changes that it would like to disclose to its shareholders or changes that may be helpful for investors to understand the fund’s operations and/or performance over the reporting period.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","2. Include a legend to the effect of the following: “This is a summary of certain changes [and planned changes] to the Fund since [date]. For more complete information, you may review the Fund’s next prospectus, which we expect to be available by [date] at [____] or upon request at [____].” Provide the toll- free telephone number and, as applicable, email "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","3. A Fund is not required to disclose a material change that occurred during the reporting period and otherwise would be required to be disclosed if the Fund already disclosed this change in its last annual shareholder report because, for example, the change occurred  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","additional Fund information is available on [the Fund’s] website. Include plain English references to, as applicable, the fund’s prospectus, financial information, holdings, and proxy voting information , including the information described in Instructions 2 and 3 to Item 17(f) of Form N-"
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","3. If a Fund (or financial intermediary through which shares of the Fund may be purchased or sold) receives a request for the Fund’s proxy voting record by phone or email, the Fund (or financial intermediary) must send the information disclosed in the Fund’s most recently filed report on Form N-PX in a human-readable format, within three business days of receipt of the request, by first -class mail or other means designed to  ensure equally prompt "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","4.  If a Fund has a website, it must make publicly available free of charge the information disclosed in the Fund’s most recently filed report on Form N-PX on or through its website as soon as reasonably practicable after fili ng the report with the Commission. The "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",information disclosed in the Fund’s most recently filed report on Form N-PX must be in a human-readable format and remain available on or through the Fund’s website for as long as the Fund remains subject to the requirements of rule 30b1-4 (17 CFR 270.30b1-4). A Fund may satisfy the requirement to provide this information in a human- readable format 
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(f) Bonus or Profit Sharing Contracts. Bonus, profit sharing, pension, or similar contracts or arrangements in whole or in part for the benefit of the Fund’s directors or officers in their official capacity. Describe in detail any plan not included in a formal document.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(p) Codes of Ethics. Any codes of ethics adopted under rule 17j-1 of the Investment Company Act [17 CFR 270.17j-1] and currently applicable to the Fund (i.e., the codes of the Fund and its investment advisers and principal underwriters). If there are no codes of ethics applicable to the Fund, state the reason ( e.g., that the Fund is a Money Market Fund).  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",2. Schedules (or similar attachments) to the exhibits required by this Item are not required to be filed provided that they do not contain information material to an investment or voting decision and that information is not otherwise disclosed in the exhibit or the disclosure document. Each exhibit filed must contain a list briefly identifying the contents of all omitted schedules. Registrants need not prepa re a separate list of omitted information if such information is already included within the 
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","confidential and if the omitted information is not material. If it does so, the Registrant should mark the exhibit index to indicate that portions of the exhibit have been omitted and include a prominent statement on the fir st page of the redacted exhibit that certain identified information has been "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","excluded from the exhibit because it is both not material and the type that the Registrant treats as private or confidential. The Registrant also must include brackets indicating where the information is omitted from the filed version of the exhibit. If requested by the Commission or its staff, the Registrant must promptly provide on a supplemental basis an unredacted copy of the exhibit and its materiality and privacy or confidentiality analyses. Upon evaluation of the Registrant’s supplemental materials, the Commission or its staff may require the registrant to amend its filing to include in the exhibit any previously redacted information that is not adequately supported by the Re gistrant’s "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",analyses. The Registrant may request confidential treatment of the supplemental material submitted under this Instruction 4 pursuant to Rule 83 of the Commission’s Organizational Rules [17 CFR 200.83] while it is in the possession of the Commiss ion or its staff. After completing its review of the 
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","Fund (certifies that it meets all of the requirement for effectiveness of this registration statement under rule 485(b) under the Securities Act and) has duly caused this registration statement to be signed on its behalf by the undersigned, duly authorized, in the city of                                                               ,  "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies",offer variable annuity contracts to register under the Investment Company Act of 1940 and to offer their securities under the Securities Act of 1933.  The Commission has designed Form N-3 to provide investors with information that will assist them in making a decision about investing in a variable annuity contract.  
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","(b) For registration statements or amendments filed only under the Investment Company Act, include the facing sheet of the Form, responses to all Items of Parts A (except Items 1, 4, 5, 10, and 17), B, and C (except Items 32(e), (m), (n), and (o)), and the required signatures. "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","single Key Information Table containing separate disclosures for each Contract to the extent that such disclosures would vary by Contract), followed by all of the Item 3 information for the Contracts, and followed by all of the Item 4 informat ion "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","13. Base Contract Expenses include mortality and expense risk fees, and account fees and expenses.  Account fees and expenses include all fees and expenses (except sales loads, mortality and expense risk fees, Management Fees, Other Expenses, and optional benefit  expenses) t hat are "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","1. Describe the sales loads applicable to the Contract and how sales loads are charged and calculated, including the factors affecting the computation of the amount of the sales load.  If the Contract has a front -end sales load, describe the sales load as a percentage of the applicable "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","value (“free corridor”), investment of proceeds from another policy, exchange privileges, employee benefit plans, or the terms of a merger, acquisition or exchange offer made pursuant to a plan of reorganization); identify each class of individuals or transactions to which such plans "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","(F) any right of the Registrant or Insurance Company to reject, limit, delay, or impose other conditions on transfers or to terminate or otherwise limit Contracts based on a history of frequent transfers among Investment Options, including the circumstances under which "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","(2) The operation of the benefit, including the amount of the benefit and how the benefit amount may vary, the circumstances under which the value of the benefit may increase or be reduced (including the effect of withdrawals), and how the benefit may be terminated; "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","(f) Identify each principal underwriter (other than the Insurance Company) of the Contracts and state its principal business address. If the principal underwriter is affiliated with the Registrant, the Insurance Company, or any affiliated person of the Registrant or the Insurance Company, identify how th ey are "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","how such allocation would take place in the absence of instructions from the investor.  Include (i) a brief explanation that amounts borrowed under a Contract do not participate in a Registrant’s investment experience and that loans, therefore, can affect the Contract value and death benefit "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","Insurance Company is a party.  Include the name of the court where the case is pending, the date instituted, the principal parties involved, a description of the factual basis alleged to underlie the proceeding, and the relief sought. Include similar information as to any proceedings instituted, or known "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","(a) When a Multiple Class Fund presents information for more than one Class together in response to this Item, provide annual total returns in the bar chart for only one of those Classes.  The Multiple Class Fund can select which Class to include ( e.g., the oldest Class, the "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","(b) the Registrant has disclosed in its current prospectus that the portfolio securities information will be available on its website, including (1) the nature of the information that will be available, including both the date as of which the information will be current ( e.g., "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","2. If during the last 10 years, the Registrant has participated in one or more mergers with another investment company (a “merging investment company”), provide the information required by paragraph (f)(2) of this Item with respect to any merging investment comp any as "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","(3) (i) Unless disclosed in the table required by paragraph (a)(1) of this Item, describe any positions, including as an officer, employee, director, or general partner, held by any director who is not an interested person of the Registrant , or immediate family me mber of the director, during the "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","(ii) Unless disclosed in the table required by paragraph (a)(1) of this Item or in response to paragraph (b)(3)(i) of this Item, indicate any directorships held during the past five years by each director in any company with a class of securities registered pursuant to section 12 of "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","(7) Describe briefly any material interest, direct or indirect, of any director who is not an interested person of the Registrant, or immediate family member of the director, in any transaction, or series of similar transactions, during the two most recently completed calendar years, in which the "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","arises solely from the holding of an equity interest (including a limited partnership interest, but excluding a general partnership interest) or a creditor interest in a company that is a party to the transaction with one of the persons specified in paragraphs (b)(7)(i) through (b)(7)(viii) of "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies",8. No information need be given as to any transaction where the interest of the director or immediate family member arises solely from the ownership of securities of a person specified in paragraphs (b)(7)(i) through (b)(7)(viii) of this Item and the director or immediate family 
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","1. The term “management-related service contract” includes any contract with the Registrant to keep, prepare, or file accounts, books, records, or other documents required under federal or state law, or to provide any similar services with respect to the daily administration of the "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","describe with specificity the criteria on which that type of compensation is based, for example, whether compensation is fixed, whether (and, if so, how) compensation is based on Registrant pre- or after-tax performance over a certain time period, and whether (and, if so, how) compensation is "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","(f) Frequent Transfer Arrangements.  Describe any arrangements with any person to permit frequent transfers of Contract value among Investment Options of the Registrant, including the identity of the persons permitted to engage in frequent transfers pursuant to such arrangements, and any "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","agreed to pay for, in whole or in part, services provided to the Investment Option (other than brokerage and research services as these terms are defined in section 28(e) of the Securities Exchange Act [15 U.S.C. 78bb(e)]), add to  expenses accrued for the period an estimate of "
N-3,April 2022,SEC2124,"Investment Company Act of 1940, Investment Companies","information as private or confidential and if the omitted information is not material.  If it does so, the Registrant should mark the exhibit index to indicate that portions of the exhibit have been omitted and include a prominent statement on the first page of the redacted exhibit that "
N-4,Jan. 2022,SEC2125,"Investment Company Act of 1940, Investment Companies","(“OMB”) control number.  Please direct comments concerning the accuracy of the information collection burden estimate and any suggestions for reducing the burden to Secretary, Securities and Exchange Commission,  100 F Street, N.E., Washington, DC  20549.  The OMB has reviewed this collection of "
N-4,Jan. 2022,SEC2125,"Investment Company Act of 1940, Investment Companies",(f) Dates.  Rule 423 under the Securities Act [17 CFR 230.423] applies to the dates of the prospectus and the SAI.  The SAI should be made available at the same time that the prospectus becomes available for purposes of rules 430 and 460 under the Securities Act 
N-4,Jan. 2022,SEC2125,"Investment Company Act of 1940, Investment Companies","5. Platform Charge.  If the Registrant charges a Platform Charge to make any of the Portfolio Companies available as investment options under the Contract, add a column titled “Platform Charge” disclosing the current Platform Charge for each Portfolio Company.  If applicable, also "
N-4,Jan. 2022,SEC2125,"Investment Company Act of 1940, Investment Companies","contract that may be of interest to a purchaser of the Registrant’s securities, under which services are provided to the Registrant, unless the contract is described in response to some other item of the form.  Indicate the parties to the contract, and the total dollars paid and by whom for each of the past "
N-4,Jan. 2022,SEC2125,"Investment Company Act of 1940, Investment Companies","1. When calculating the yield or effective yield quotations, the calculation of net change in account value must include all deductions that are charged to all Investor Accounts in proportion to the length of the base period.  For any account fees that vary w ith the size of the account, assume an "
N-4,Jan. 2022,SEC2125,"Investment Company Act of 1940, Investment Companies","Depositor.  In addition, when the anticipated effective date of a registration statement falls within 90 days subsequent to the end of the fiscal year of the Depositor, the registration statement need not includ e financial statements of the Depositor more current than as of the end of the third "
N-54A,Oct. 2003,SEC1937,"Investment Company Act of 1940, Investment Companies","The undersigned business development company hereby notifies the Securities and Exchange Commission that it elects, pursuant to the provisions of section 54(a) of the Investment Company Act of 1940 (the “Act”), to be subject to the provisions of sections 55 through 65 of the Act and, in connection with such notification of election, submits the following information: "
N-54A,Oct. 2003,SEC1937,"Investment Company Act of 1940, Investment Companies",The undersigned company certifies that it is a closed-end company organized under the laws of ___________ (state) and with its principal place of business in ___________ (state); that it will be operated for the purpose of making investments in securities described 
N-54A,Oct. 2003,SEC1937,"Investment Company Act of 1940, Investment Companies","may have facsimile or typed signatures. If the company is a business development company having a board of directors, the original notification of election shall be signed on behalf of the company by a director, officer, or trustee. If the company is a partnership, the original notification shall be signed by a general partner . "
N-54A,Oct. 2003,SEC1937,"Investment Company Act of 1940, Investment Companies","of the Securities Exchange Act of 1934 except for the exemption from registration under section 12(g)(2)(B), and that is held of record by at least 300 persons, may rely on rule 12g-2. All other companies must register a class of equity securities under section 12 of the Securities Exchange Act of 1934 before or simultaneously with the filing of this notification of election.  "
N-54A,Oct. 2003,SEC1937,"Investment Company Act of 1940, Investment Companies",a currently valid control number. Filing of this Form is mandatory. The principal purpose of this collection of information is to notify the Commission that the undersigned business development company elects to be subject to the provisions of sections 55 through 65 of the Act. The commission estimates that the burden for completing the Form will be approximately 0.5 hours per filing. Any person may direct to the Commission any comments concerning the accuracy of the burden estimate of this Form and any suggestions for reducing this burden. This collection of information has been reviewed by the Office of Management and Budget in accordance with the clearance requirements of 44 U.S.C. § 3507. The responses to the collection of information will not be kept confidential. 
N-54C,March 2001,SEC1938,"Investment Company Act of 1940, Investment Companies",was authorized by the vote of a majority of its outstanding voting securities or partnership interests. Describe the company’snew business. Give the date of the shareholders’ or partners’ meeting and the number of votes in favor of and opposed to thechange.
N-54C,March 2001,SEC1938,"Investment Company Act of 1940, Investment Companies","notification of election to be subject to sections 55 through 65 of the Act.  Such withdrawal will be effective immediately upon receipt by the Commission.  Companies filing this notification should be aware that it is only a withdrawal from the regulatory system applicable to  business development companies, described in sections 55 through 65 of the Act.  A company which files this notification may be subject to sections 1 through 53 of the Act unless it qualifies for another exemption from those sections."
N-54C,March 2001,SEC1938,"Investment Company Act of 1940, Investment Companies","typed signatures.  If the company is a business development company having a board of directors, the original notification of withdrawal of election shall be signed on behalf of the company by a director, officer, or trustee.  If the company is a partnership, the original notice shall be signed by a general partner."
N-54C,March 2001,SEC1938,"Investment Company Act of 1940, Investment Companies","SEC’s Collection of InformationAn agency may not conduct or sponsor, and a person is not required to respond to, a collection of information unless it displays a currently valid control number.  Section 54(c) of the Investment Company Act of 1940 (“1940 Act”) provides that companies, which have notified the Commission of their election to be regulated as business development companies under the 1940 Act, may withdraw their election by filing a notice of withdrawal of election with the Commission.  Section 54(c) also authorizes the Commission to prescribe a form for purposes of this notice of withdrawal of election.  Pursuant to that authority, the Commission adopted Form N-54C, the filing of which is mandatory by companies that wish to withdraw their election to be regulated as business development companies under the 1940 Act.  The Commission adopted Form N-54C to provide a uniform notification system of withdrawals of election.  The information collected on Form N-54C is publicly available.  Any member of the public may direct to the Commission any comments concerning the accuracy of the burden estimate of this Form and any suggestions for reducing the burden of the Form.  This collection of information has been reviewed by the Office of Management and Budget in accordance with the clearance requirements of 44 U.S.C. § 3507."
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","with any other Item except the Cover Page (Item 1), a glossary, if any (General Instruction C.3.(d)), or a table of contents meeting the requirements of rule 481(c) under the Securities Act [17 CFR 230.481(c)]. If the discussion of the information required by Items 2 or 3 also "
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","(iii) The Interactive Data File must be submitted in accordance with the specifications in the EDGAR Filer Manual, and in such a manner that will permit the information for each Contract, and, for any information that does not relate to all of the Classes in a f iling, each "
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","3. When a Registrant (or an insurance agent or financial intermediary through which Contracts may be purchased or sold) receives a request for the SAI, the Registrant (or insurance agent or financial intermediary) must send the SAI within 3 business days of receipt of the request, "
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","time limits on conversion or exchange, the name of the company issuing the other contract and whether that company is affiliated with the issuer of the Contract, and how the cash value of the Contract will be affected by the conversion or exchange. "
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","(b) Effect of Lapse. Describe briefly the factors that will determine the amount of insurance coverage provided under the available lapse options. Describe concisely how the cash value, surrender value, and death benefit will be determined. If these values and benefits will be determined in the same "
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","(b) The balance sheet of the Depositor at the end of either of the two most recent fiscal years included in response to this Item shows a combined capital and surplus, if a stock company, or an unassigned surplus, if a mutual company, of less than $ 2,500,000; or "
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","Registrants need not prepare a separate list of omitted information if such information is already included within the exhibit in a manner that conveys the subject matter of the omitted schedules and attachments. In addition, the Registrant must provide a copy of any omitted "
N-6,Jan. 2022,SEC2567,"Investment Company Act of 1940, Investment Companies","omitted from the filed version of the exhibit.  If requested by the Commission or its staff, the Registrant must promptly provide on a supplemental basis an unredacted copy of the exhibit and its materiality and privacy or confidentiality analyses.  Upon evaluation of the Registrant’s "
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","Furnish a similar statement with respect to any pending administrative proceeding commenced by a governmental authority or any such proceeding or legal proceeding known to be contemplated by a governmental authority. Include any proceeding which, although immaterial itself, is representative of, or one of, a group which in the aggregate is material. "
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","11. Describe briefly the kind or type of securities comprising the unit of specified securities in which security holders have an interest. (If the unit consists of a single sec urity issued by an investment company, name such investment company and furnish "
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","or discount) for the most recently completed calendar year, and the most recently completed calendar quarters since that year (or the life of the Fund, if shorter). The Fund may omit the information required by this p aragraph if it satisfies the "
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","Note: Items 14 to 24 inclusive call for a brief description of the principal characteristics and method of operation of the trust and its securities. The functions and duties of the depositor, principal underwriter, custodian or trustee, or other person should be stated in connection with the description. "
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","Set forth in column B of each payment period, terminations of all certificates sold during the year indicated for which the experience of the trust for the period in question is incomplete. For example, in the c ase of certificates sold continually through "
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","omitted schedules. Registrants need not prepare a separate list of omitted information if such information is already included within the exhibit in a manner that conveys the subject matter of the omitted schedules and attachments. In addition, the registrant must provide a copy of any omitted schedule to the Commission or its staff upon request. "
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","3. The registrant may redact specific provisions or terms of exhibits required to be filed by A(9) if the registrant customarily and actually treats that information as private.  If it does so, the registrant should mark the exhibit index to indicate that portions of the exhibit have been omitted and include a prominent statement on the first page of the "
N-8B-2,April 2021,SEC977,"Investment Company Act of 1940, Investment Companies","where the information is omitted from the filed version of the exhibit.  If requested by the Commission or its staff, the registrant must promptly provide on a supplemental basis an unredacted copy of the exhibit and its materiality and privacy or confidentiality analyses.  Upon evaluation of the registrant’s supplemental materials, the Commission or its staff may require the registrant to amend its filing to include in the exhibit any previously redacted information "
N-8B-4,Nov. 2005,SEC1285,"Investment Company Act of 1940, Investment Companies","provide  that certificate holders  shall have a lien on such investments  or other  assets  and, if so, describe the kind and priority  of such lien. 9  (m) State  briefly  contractual, regulatory and statutory  provisions  and conditions  relating  to the deposit  of assets  required  to be maintained. "
N-8F,Sept. 2010,SEC1691,"Investment Company Act of 1940, Investment Companies",purpose of this collection of information is to enable the Commission to determine that a registered investment company has ceased to be an investment company as defined by the Act or is a business development company. The Co mmission estimates that the burden for completing 
N-8F,Sept. 2010,SEC1691,"Investment Company Act of 1940, Investment Companies","this form will be approximately 5.2 hours per filing. Any member of the public may direct to the Commission any comments concerning the accuracy of the burden estimate of this form, and any suggestions for reducing this burden. This collection of information has been reviewed by the "
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies",answered by incorporating any information by reference. The information required by Items 4 and 5 may be incorporated by reference from the registrant’s definitive proxy statement (filed or required to be filed pursuant to Regulation 14A (17 CFR 240.14a -1 et seq .)) or 
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies","(1) That, for the immediately preceding annual financial statement period, a registered public accounting firm that the PCAOB was unable to inspect or investigate completely, because of a position taken by an authority in the foreign jurisdiction, issued an audit report for the registrant;  "
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies","the nature, extent, and quality of the services to be provided by the investment adviser; the investment performance of the Fund and the investment adviser; the costs of the services to be provided and profit s to be realized by the investment adviser "
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies",and its affiliates from the relationship with the Fund; the extent to which economies of scale would be realized as the Fund grows; and whether fee levels reflect these economies of scale for the benefit of Fund i nvestors. Also indicate in the 
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies","discussion whether the board relied upon comparisons of the services to be rendered and the amounts to be paid under the contract with those under other investment advisory contracts, such as contracts of the same and other investment advisers with other registered investment companies or other types of clients ( e.g., pension funds and other institutional investors). If "
N-CSR,July 2023,SEC2569,"Investment Company Act of 1940, Investment Companies",(2) All fees and/or compensation for each of the following securities lending activities and related services: any share of revenue generated by the securities lending program paid to the securities lending agent(s) (“revenue split”); fees paid for cash collateral management services (including fees deducted from a pooled cash collateral reinvestment 
